0.000010 101.441995
0.000011 98.633553
0.000012 100.967713
0.000013 100.196982
0.000014 100.121258
0.000016 100.250457
0.000017 99.656025
0.000019 99.388131
0.000021 99.728845
0.000023 100.149671
0.000025 99.812710
0.000028 99.764821
0.000030 99.956174
0.000033 100.004192
0.000036 99.946631
0.000040 99.988154
0.000044 99.991864
0.000048 99.991868
0.000052 99.987982
0.000058 99.991219
0.000063 99.981143
0.000069 99.974824
0.000076 99.960885
0.000083 99.905767
0.000091 99.998421
0.000100 100.012270
0.000110 99.990401
0.000120 99.946758
0.000132 100.006133
0.000145 100.010998
0.000158 100.016464
0.000174 100.027752
0.000191 100.008730
0.000209 100.046466
0.000229 100.050496
0.000251 100.062503
0.000275 100.153049
0.000302 100.082754
0.000331 100.031307
0.000363 100.124574
0.000398 100.149494
0.000437 100.119085
0.000479 100.187593
0.000525 100.216382
0.000575 100.241736
0.000631 100.173027
0.000692 100.314268
0.000759 100.422996
0.000832 100.205620
0.000912 100.901440
0.001000 100.463100
0.001096 94.704879
0.001202 81.820354
0.001318 68.471668
0.001445 57.142736
0.001585 48.190438
0.001738 40.822200
0.001905 34.335465
0.002089 29.184751
0.002291 24.835278
0.002512 21.217479
0.002754 18.059183
0.003020 15.449632
0.003311 13.262148
0.003631 11.394525
0.003981 9.800172
0.004365 8.441402
0.004786 7.277937
0.005248 6.280787
0.005754 5.431508
0.006310 4.700756
0.006918 4.071549
0.007586 3.528749
0.008318 3.061514
0.009120 2.656439
0.010000 2.308317
0.010965 2.006371
0.012023 1.744745
0.013183 1.517880
0.014454 1.320719
0.015849 1.150095
0.017378 1.001511
0.019055 170141100000000000685383769853903503360.000000
0.020893 170141100000000000685383769853903503360.000000
0.022909 170141100000000000685383769853903503360.000000
0.025119 170141100000000000685383769853903503360.000000
0.027542 170141100000000000685383769853903503360.000000
0.030200 170141100000000000685383769853903503360.000000
0.033113 170141100000000000685383769853903503360.000000
0.036308 170141100000000000685383769853903503360.000000
0.039811 170141100000000000685383769853903503360.000000
0.043652 170141100000000000685383769853903503360.000000
0.047863 170141100000000000685383769853903503360.000000
0.052481 170141100000000000685383769853903503360.000000
0.057544 170141100000000000685383769853903503360.000000
0.063096 170141100000000000685383769853903503360.000000
0.069183 170141100000000000685383769853903503360.000000
0.075858 170141100000000000685383769853903503360.000000
0.083176 170141100000000000685383769853903503360.000000
0.091201 170141100000000000685383769853903503360.000000
0.100000 170141100000000000685383769853903503360.000000
