1.000000e-05,-1.340513e-04
1.096478e-05,-1.346555e-04
1.202264e-05,-1.352450e-04
1.318257e-05,-1.355261e-04
1.445440e-05,-1.356984e-04
1.584893e-05,-1.353833e-04
1.737801e-05,-1.346661e-04
1.905461e-05,-1.347331e-04
2.089296e-05,-1.351832e-04
2.290868e-05,-1.352349e-04
2.511886e-05,-1.350330e-04
2.754229e-05,-1.349373e-04
3.019952e-05,-1.350923e-04
3.311311e-05,-1.350989e-04
3.630781e-05,-1.350190e-04
3.981072e-05,-1.350758e-04
4.365158e-05,-1.350835e-04
4.786301e-05,-1.350413e-04
5.248075e-05,-1.350553e-04
5.754399e-05,-1.350661e-04
6.309573e-05,-1.350569e-04
6.918310e-05,-1.350537e-04
7.585776e-05,-1.350557e-04
8.317638e-05,-1.350524e-04
9.120108e-05,-1.350350e-04
1.000000e-04,-1.350100e-04
1.096478e-04,-1.349665e-04
1.202264e-04,-1.348801e-04
1.318257e-04,-1.347386e-04
1.445440e-04,-1.345178e-04
1.584893e-04,-1.341823e-04
1.737801e-04,-1.336981e-04
1.905461e-04,-1.330291e-04
2.089296e-04,-1.321376e-04
2.290868e-04,-1.309887e-04
2.511886e-04,-1.295549e-04
2.754229e-04,-1.278168e-04
3.019952e-04,-1.257645e-04
3.311311e-04,-1.233996e-04
3.630781e-04,-1.207357e-04
3.981072e-04,-1.177964e-04
4.365158e-04,-1.146144e-04
4.786301e-04,-1.112300e-04
5.248075e-04,-1.076887e-04
5.754399e-04,-1.040380e-04
6.309573e-04,-1.003263e-04
6.918310e-04,-9.660050e-05
7.585776e-04,-9.290411e-05
8.317638e-04,-8.927627e-05
9.120108e-04,-8.575122e-05
1.000000e-03,-8.235711e-05
1.096478e-03,-7.911650e-05
1.202264e-03,-7.604644e-05
1.318257e-03,-7.315847e-05
1.445440e-03,-7.045948e-05
1.584893e-03,-6.795228e-05
1.737801e-03,-6.563594e-05
1.905461e-03,-6.350668e-05
2.089296e-03,-6.155851e-05
2.290868e-03,-5.978349e-05
2.511886e-03,-5.817248e-05
2.754229e-03,-5.671559e-05
3.019952e-03,-5.540229e-05
3.311311e-03,-5.422193e-05
3.630781e-03,-5.316402e-05
3.981072e-03,-5.221813e-05
4.365158e-03,-5.137433e-05
4.786301e-03,-5.062324e-05
5.248075e-03,-4.995586e-05
5.754399e-03,-4.936390e-05
6.309573e-03,-4.883974e-05
6.918310e-03,-4.837621e-05
7.585776e-03,-4.796684e-05
8.317638e-03,-4.760583e-05
9.120108e-03,-4.728771e-05
1.000000e-02,-4.700769e-05
1.096478e-02,-4.676152e-05
1.202264e-02,-4.654518e-05
1.318257e-02,-4.635523e-05
1.445440e-02,-4.618864e-05
1.584893e-02,-4.604253e-05
1.737801e-02,-4.591449e-05
1.905461e-02,-4.580241e-05
2.089296e-02,-4.570425e-05
2.290868e-02,-4.561835e-05
2.511886e-02,-4.554328e-05
2.754229e-02,-4.547759e-05
3.019952e-02,-4.542018e-05
3.311311e-02,-4.537007e-05
3.630781e-02,-4.532624e-05
3.981072e-02,-4.528798e-05
4.365158e-02,-4.525462e-05
4.786301e-02,-4.522544e-05
5.248075e-02,-4.519999e-05
5.754399e-02,-4.517782e-05
6.309573e-02,-4.515841e-05
6.918310e-02,-4.514156e-05
7.585776e-02,-4.512682e-05
8.317638e-02,-4.511380e-05
9.120108e-02,-4.510307e-05
1.000000e-01,-4.509300e-05
