0.000010 98.612889
0.000011 100.919665
0.000012 101.536269
0.000013 100.777829
0.000014 100.971826
0.000016 100.497653
0.000017 99.597702
0.000019 99.961539
0.000021 100.166779
0.000023 99.951078
0.000025 100.077391
0.000028 99.954654
0.000030 99.976425
0.000033 100.062098
0.000036 100.021040
0.000040 100.012491
0.000044 100.056825
0.000048 100.018882
0.000052 100.004830
0.000058 100.029259
0.000063 100.010850
0.000069 99.989444
0.000076 99.986788
0.000083 99.960538
0.000091 99.913236
0.000100 100.011350
0.000110 100.015291
0.000120 100.012619
0.000132 100.008329
0.000145 100.015877
0.000158 100.022229
0.000174 100.027509
0.000191 100.035199
0.000209 100.038869
0.000229 100.044437
0.000251 100.050874
0.000275 100.054655
0.000302 100.059800
0.000331 100.064633
0.000363 100.067910
0.000398 100.072477
0.000437 100.076711
0.000479 100.079902
0.000525 100.083956
0.000575 100.087092
0.000631 100.088827
0.000692 100.089875
0.000759 100.089377
0.000832 100.087082
0.000912 100.108025
0.001000 100.077623
0.001096 100.061928
0.001202 100.055566
0.001318 100.064417
0.001445 100.041922
0.001585 99.972522
0.001738 100.042824
0.001905 100.095832
0.002089 100.134398
0.002291 100.160844
0.002512 100.177389
0.002754 100.036509
0.003020 100.034717
0.003311 100.033121
0.003631 100.031905
0.003981 100.030806
0.004365 100.029834
0.004786 100.029145
0.005248 100.028497
0.005754 100.137775
0.006310 100.128048
0.006918 100.118608
0.007586 100.109592
0.008318 100.101292
0.009120 100.093471
0.010000 100.086222
0.010965 100.079741
0.012023 100.073732
0.013183 100.068262
0.014454 100.063458
0.015849 100.059037
0.017378 100.055056
0.019055 100.051626
0.020893 100.048463
0.022909 100.045626
0.025119 100.043241
0.027542 100.041011
0.030200 100.039045
0.033113 100.037425
0.036308 100.035863
0.039811 100.034522
0.043652 100.033442
0.047863 100.032358
0.052481 100.031440
0.057544 100.030716
0.063096 100.029929
0.069183 100.029421
0.075858 100.028876
0.083176 100.028032
0.091201 100.028681
0.100000 100.027656
