1.000000e-05,-8.994336e-05
1.096478e-05,-8.988887e-05
1.202264e-05,-9.009675e-05
1.318257e-05,-9.062545e-05
1.445440e-05,-9.045742e-05
1.584893e-05,-9.004137e-05
1.737801e-05,-8.995475e-05
1.905461e-05,-8.988545e-05
2.089296e-05,-8.993722e-05
2.290868e-05,-9.016781e-05
2.511886e-05,-9.009194e-05
2.754229e-05,-8.992509e-05
3.019952e-05,-9.001447e-05
3.311311e-05,-9.007039e-05
3.630781e-05,-9.003887e-05
3.981072e-05,-9.002693e-05
4.365158e-05,-9.003533e-05
4.786301e-05,-9.004094e-05
5.248075e-05,-9.003034e-05
5.754399e-05,-9.002521e-05
6.309573e-05,-9.003085e-05
6.918310e-05,-9.003582e-05
7.585776e-05,-9.002865e-05
8.317638e-05,-9.001716e-05
9.120108e-05,-9.001213e-05
1.000000e-04,-8.998766e-05
1.096478e-04,-8.993436e-05
1.202264e-04,-8.985368e-05
1.318257e-04,-8.971467e-05
1.445440e-04,-8.948935e-05
1.584893e-04,-8.915503e-05
1.737801e-04,-8.867228e-05
1.905461e-04,-8.800224e-05
2.089296e-04,-8.711062e-05
2.290868e-04,-8.596206e-05
2.511886e-04,-8.452827e-05
2.754229e-04,-8.279006e-05
3.019952e-04,-8.073765e-05
3.311311e-04,-7.837297e-05
3.630781e-04,-7.570902e-05
3.981072e-04,-7.276959e-05
4.365158e-04,-6.958768e-05
4.786301e-04,-6.620335e-05
5.248075e-04,-6.266196e-05
5.754399e-04,-5.901128e-05
6.309573e-04,-5.529958e-05
6.918310e-04,-5.157378e-05
7.585776e-04,-4.787736e-05
8.317638e-04,-4.424957e-05
9.120108e-04,-4.072449e-05
1.000000e-03,-3.733036e-05
1.096478e-03,-3.408979e-05
1.202264e-03,-3.101971e-05
1.318257e-03,-2.813173e-05
1.445440e-03,-2.543278e-05
1.584893e-03,-2.292555e-05
1.737801e-03,-2.060920e-05
1.905461e-03,-1.847997e-05
2.089296e-03,-1.653178e-05
2.290868e-03,-1.475675e-05
2.511886e-03,-1.314577e-05
2.754229e-03,-1.168886e-05
3.019952e-03,-1.037555e-05
3.311311e-03,-9.195224e-06
3.630781e-03,-8.137282e-06
3.981072e-03,-7.191397e-06
4.365158e-03,-6.347625e-06
4.786301e-03,-5.596502e-06
5.248075e-03,-4.929127e-06
5.754399e-03,-4.337193e-06
6.309573e-03,-3.813002e-06
6.918310e-03,-3.349476e-06
7.585776e-03,-2.940136e-06
8.317638e-03,-2.579084e-06
9.120108e-03,-2.260975e-06
1.000000e-02,-1.980986e-06
1.096478e-02,-1.734773e-06
1.202264e-02,-1.518445e-06
1.318257e-02,-1.328521e-06
1.445440e-02,-1.161893e-06
1.584893e-02,-1.015798e-06
1.737801e-02,-8.877803e-07
1.905461e-02,-7.756629e-07
2.089296e-02,-6.775185e-07
2.290868e-02,-5.916437e-07
2.511886e-02,-5.165350e-07
2.754229e-02,-4.508669e-07
3.019952e-02,-3.934721e-07
3.311311e-02,-3.433237e-07
3.630781e-02,-2.995190e-07
3.981072e-02,-2.612654e-07
4.365158e-02,-2.278671e-07
4.786301e-02,-1.987142e-07
5.248075e-02,-1.732719e-07
5.754399e-02,-1.510719e-07
6.309573e-02,-1.317040e-07
6.918310e-02,-1.148096e-07
7.585776e-02,-1.000746e-07
8.317638e-02,-8.722463e-08
9.120108e-02,-7.601983e-08
1.000000e-01,-6.625051e-08
