0.000010 98.363458
0.000011 101.707715
0.000012 100.624088
0.000013 102.139233
0.000014 101.289471
0.000016 102.030112
0.000017 100.414429
0.000019 100.898065
0.000021 101.158316
0.000023 101.094673
0.000025 100.626604
0.000028 100.782146
0.000030 100.716789
0.000033 100.618935
0.000036 100.545239
0.000040 100.511074
0.000044 100.461781
0.000048 100.402430
0.000052 100.351570
0.000058 100.337437
0.000063 100.283356
0.000069 100.249536
0.000076 100.218943
0.000083 100.162859
0.000091 100.110551
0.000100 100.181255
0.000110 100.159904
0.000120 100.151056
0.000132 100.131724
0.000145 100.113900
0.000158 100.113218
0.000174 100.102455
0.000191 100.093149
0.000209 100.085597
0.000229 100.076420
0.000251 100.068179
0.000275 100.060685
0.000302 100.053039
0.000331 100.045765
0.000363 100.039464
0.000398 100.034194
0.000437 100.029754
0.000479 100.026483
0.000525 100.024708
0.000575 100.023453
0.000631 100.022712
0.000692 100.022362
0.000759 100.021734
0.000832 100.020666
0.000912 100.026803
0.001000 100.016216
0.001096 100.004801
0.001202 99.998897
0.001318 100.013561
0.001445 99.988388
0.001585 99.927829
0.001738 100.001669
0.001905 100.057794
0.002089 100.099031
0.002291 100.127707
0.002512 100.146123
0.002754 100.006507
0.003020 100.005941
0.003311 100.005347
0.003631 100.004946
0.003981 100.004490
0.004365 100.004022
0.004786 100.003730
0.005248 100.003382
0.005754 100.113098
0.006310 100.103518
0.006918 100.094173
0.007586 100.085216
0.008318 100.076945
0.009120 100.069131
0.010000 100.061868
0.010965 100.055368
0.012023 100.049327
0.013183 100.043818
0.014454 100.038978
0.015849 100.034506
0.017378 100.030479
0.019055 100.027006
0.020893 100.023797
0.022909 100.020918
0.025119 100.018495
0.027542 100.016221
0.030200 100.014214
0.033113 100.012558
0.036308 100.010964
0.039811 100.009592
0.043652 100.008479
0.047863 100.007369
0.052481 100.006424
0.057544 100.005676
0.063096 100.004870
0.069183 100.004340
0.075858 100.003777
0.083176 100.002917
0.091201 100.003545
0.100000 100.002506
